nid,location,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,member_level,public,private,subjects_offered lenth,rank
710,60,15145.0,0.06,16.4,28.4,30.1,69.0,68.4,58.7,0,True,False,26,500-1000
931,23,12230.0,0.16,6.5,49.4,25.3,54.2,77.3,42.2,0,False,False,2,500-1000
131482,60,3853.0,0.11,11.2,37.3,17.6,72.5,63.6,47.5,0,False,True,30,500-1000
131772,44,7996.0,0.37,11.6,51.3,40.9,28.7,55.5,76.8,0,False,False,34,500-1000
624315,17,15245.0,0.15,18.4,35.3,25.5,59.8,83.7,59.1,0,False,False,31,500-1000
672282,61,30805.0,0.0,49.4,13.3,26.8,93.2,53.6,48.5,0,False,False,11,500-1000
623094,7,50418.0,0.12,17.4,31.7,34.2,56.5,71.8,74.9,0,False,False,36,500-1000
625257,37,3473.0,0.1,11.3,28.1,30.4,70.4,26.0,72.4,0,False,False,31,500-1000
131806,60,26280.0,0.04,19.6,29.4,31.9,68.1,65.4,36.4,0,True,False,36,500-1000
914,59,10230.0,0.38,20.7,20.4,22.0,76.1,57.5,91.7,0,False,False,22,500-1000
773,34,15960.0,0.16,20.8,27.5,27.8,62.7,64.0,82.6,6,False,False,36,500-1000
776,15,12420.0,0.06,16.8,28.8,29.8,72.5,66.5,49.1,0,False,False,25,500-1000
777,27,24119.0,0.04,34.0,31.7,25.4,73.6,65.8,43.0,0,False,False,24,500-1000
721,3,11068.0,0.18,10.9,31.9,23.5,64.2,49.6,81.8,0,False,False,26,500-1000
131553,59,19330.0,0.52,23.9,18.2,18.0,83.6,37.4,97.7,0,False,False,32,500-1000
131570,59,13685.0,0.28,18.5,26.6,24.7,69.8,44.2,89.6,0,False,False,31,500-1000
749,37,10045.0,0.12,17.0,24.5,35.2,68.6,82.1,55.3,0,False,False,31,500-1000
623187,9,17136.0,0.11,16.4,26.8,18.4,85.2,22.0,57.0,0,False,False,12,500-1000
622932,3,3458.0,0.32,9.6,32.8,20.6,67.0,49.6,87.0,0,False,False,16,500-1000
902,47,34156.0,0.02,30.9,32.2,37.1,62.8,46.0,56.5,0,False,False,33,500-1000
919,25,14485.0,0.18,27.1,26.2,33.2,60.9,67.0,77.8,11,False,False,32,500-1000
623967,27,13445.0,0.03,21.4,32.8,28.3,76.0,61.5,33.8,0,False,False,31,500-1000
792,27,20370.0,0.05,23.3,32.2,25.2,76.4,78.1,39.5,0,False,False,30,500-1000
1029,60,3338.0,0.07,2.0,37.4,16.3,78.8,65.9,39.9,0,False,False,7,500-1000
131274,52,4438.0,0.22,11.8,31.8,25.7,63.9,46.5,85.9,0,False,False,25,500-1000
626007,37,4401.0,0.55,12.0,22.0,23.2,75.8,39.7,90.5,11,False,False,25,500-1000
622275,17,7761.0,0.14,50.2,32.7,37.0,58.9,69.7,59.2,0,False,False,19,500-1000
796,59,15540.0,0.18,16.6,22.8,22.0,77.0,65.0,81.6,0,False,False,29,500-1000
589196,27,19060.0,0.03,24.1,30.6,26.9,72.5,59.6,37.6,0,False,False,34,500-1000
589187,17,10258.0,0.12,36.2,31.6,37.0,60.2,56.4,57.2,0,False,False,24,500-1000
713,27,17589.0,0.07,24.9,33.0,26.4,70.8,54.8,50.4,0,False,False,31,500-1000
128781,48,11901.0,0.03,10.7,29.5,27.3,73.1,90.6,24.2,0,False,False,31,500-1000
809,49,50437.0,0.14,13.9,27.9,27.0,72.0,68.6,53.8,0,False,False,31,500-1000
589268,7,15179.0,0.38,35.4,28.7,30.5,59.7,65.9,89.7,0,False,False,31,500-1000
632082,17,13701.0,0.1,31.5,31.2,31.4,61.4,64.0,55.2,0,False,False,25,500-1000
624888,21,9443.0,0.0,9.5,31.6,21.4,79.0,21.3,54.9,0,False,False,19,500-1000
738,60,21340.0,0.05,12.6,38.5,21.8,72.0,77.7,41.8,0,True,False,33,500-1000
623634,41,6359.0,0.13,9.0,43.4,17.2,74.8,43.0,37.1,0,False,False,5,500-1000
624264,9,30134.0,0.1,12.4,32.7,27.5,66.4,78.3,48.3,0,False,False,33,500-1000
741,59,6010.0,0.22,14.8,25.7,21.9,63.2,57.0,85.3,0,False,False,28,500-1000
688825,38,9192.0,0.0,13.7,23.0,12.7,82.6,38.4,49.3,0,False,False,14,500-1000
626079,29,4390.0,0.62,13.7,18.5,18.9,74.2,51.3,89.6,11,False,False,22,500-1000
724782,23,3412.0,0.01,10.9,37.6,12.5,69.5,24.0,27.3,0,False,False,2,500-1000
131490,45,3475.0,0.36,11.3,23.3,17.1,71.1,47.1,97.4,11,False,False,8,500-1000
980,21,19237.0,0.01,11.6,42.4,15.3,65.9,36.3,39.8,0,False,False,34,500-1000
131636,60,13616.0,0.11,12.8,34.8,19.0,65.0,40.9,44.0,0,False,True,27,500-1000
131347,14,6068.0,0.07,14.1,26.5,26.8,55.4,33.2,71.9,1,False,False,29,500-1000
995,58,5024.0,0.74,12.8,23.9,24.0,65.5,54.6,88.0,1,False,False,24,500-1000
131629,21,28507.0,0.12,15.6,27.0,14.0,74.5,27.4,40.3,0,False,False,33,500-1000
817,60,28249.0,0.08,18.3,35.0,26.7,56.8,69.9,57.6,0,True,False,35,500-1000
625236,23,4182.0,0.01,11.6,41.0,12.4,70.5,20.3,22.6,0,False,False,3,500-1000
623298,21,13954.0,0.03,8.9,48.7,17.9,65.9,29.6,26.4,0,False,False,29,500-1000
625230,23,2200.0,0.02,6.3,47.0,25.2,51.2,61.7,22.3,0,False,False,7,500-1000
770,26,19524.0,0.05,18.9,32.5,34.2,53.5,86.2,47.7,0,False,False,36,500-1000
594605,60,20958.0,0.06,18.3,40.6,21.6,56.4,45.6,37.9,0,False,True,28,500-1000
131384,37,4167.0,0.21,10.4,48.8,23.0,43.3,19.5,88.9,0,False,False,36,500-1000
668,56,8503.0,0.05,15.3,29.0,26.8,50.1,92.5,66.8,0,False,False,24,500-1000
131761,21,15852.0,0.03,15.9,27.1,19.8,69.4,42.0,27.0,0,False,False,17,500-1000
772,56,12651.0,0.03,28.3,28.0,29.7,62.0,84.3,52.9,0,False,False,36,500-1000
131688,9,16006.0,0.05,5.0,36.0,22.5,62.7,54.4,25.0,0,False,False,2,500-1000
692890,38,6363.0,0.0,25.9,17.0,16.1,81.1,21.7,47.6,0,False,False,12,500-1000
992,53,7113.0,0.05,12.1,28.3,34.8,48.3,95.3,28.7,0,False,False,16,500-1000
622197,21,16862.0,0.03,14.6,20.6,11.4,88.9,20.0,28.6,0,False,False,16,500-1000
942,54,35032.0,0.04,13.1,36.0,32.4,53.0,81.6,45.0,6,False,False,36,500-1000
131481,60,3176.0,0.23,11.3,28.0,19.8,57.4,44.7,69.8,0,False,True,23,500-1000
587793,38,33879.0,0.01,15.5,19.2,15.9,87.0,36.5,49.9,0,False,False,26,500-1000
131675,59,31065.0,0.51,14.9,21.6,15.3,68.2,39.0,94.9,6,False,False,33,500-1000
631299,37,14232.0,0.7,22.5,15.0,11.4,81.9,17.1,72.6,0,False,False,36,500-1000
131619,37,3592.0,0.14,17.1,26.9,23.8,71.4,33.1,69.9,0,False,False,16,500-1000
131549,59,22275.0,0.42,18.3,17.7,15.7,73.3,44.0,93.7,0,False,False,28,500-1000
670449,61,22050.0,0.01,22.3,12.7,14.6,88.7,24.1,54.5,0,False,False,23,500-1000
1039,9,31832.0,0.02,18.7,29.7,26.6,61.0,93.8,23.2,0,False,False,28,500-1000
587619,37,13353.0,0.75,24.4,23.1,14.8,74.8,35.9,84.9,0,False,False,25,500-1000
587796,16,2287.0,0.24,16.5,37.2,27.8,35.2,90.2,78.5,0,False,False,5,500-1000
624531,16,1057.0,0.24,9.0,42.6,31.5,32.5,76.8,69.8,0,False,False,15,500-1000
719264,16,790.0,0.16,15.5,37.3,37.7,37.1,75.7,72.0,0,False,False,10,500-1000
131618,44,9544.0,0.12,14.8,29.4,16.9,70.7,51.1,46.2,0,False,False,15,500-1000
1018,48,13916.0,0.16,16.4,36.6,36.9,47.9,88.4,51.0,0,False,False,36,500-1000
987,6,54201.0,0.01,15.3,41.3,37.3,37.0,84.0,36.4,0,False,False,35,500-1000
592163,60,23818.0,0.09,19.4,22.7,22.8,61.1,63.3,55.8,0,True,False,32,500-1000
699268,14,8212.0,0.11,9.6,22.3,10.4,78.0,16.9,64.4,0,False,False,12,500-1000
624006,9,43102.0,0.01,17.8,19.2,18.8,72.6,77.2,36.0,0,False,False,21,500-1000
624927,48,19066.0,0.19,26.6,34.5,25.7,57.0,71.4,58.2,0,False,False,31,500-1000
731584,23,3852.0,0.08,30.1,21.7,13.3,79.7,24.2,61.6,0,False,False,36,500-1000
717325,23,3964.0,0.01,21.7,31.3,11.1,73.8,33.7,37.7,0,False,False,1,500-1000
692167,38,21210.0,0.0,25.6,21.3,17.2,83.3,21.0,48.5,0,False,False,36,500-1000
131362,3,6627.0,0.25,8.3,39.9,21.3,49.4,93.7,81.7,0,False,False,15,500-1000
672264,9,52318.0,0.0,18.1,17.6,18.9,79.5,82.5,26.2,0,False,False,23,500-1000
621411,9,38183.0,0.0,14.7,20.9,20.4,79.9,44.1,32.0,0,False,False,30,500-1000
707314,18,3131.0,0.03,44.1,18.5,28.8,78.2,41.5,40.1,0,False,False,12,500-1000
829,28,14775.0,0.11,8.1,39.1,30.4,46.4,76.2,51.9,0,False,False,36,500-1000
623490,45,40918.0,0.05,10.5,38.8,22.4,61.1,23.1,72.3,0,False,False,36,500-1000
660965,21,2839.0,0.0,19.9,32.9,22.7,71.0,28.7,21.2,0,False,False,14,500-1000
131565,44,1086.0,0.3,16.2,21.8,26.3,53.4,56.1,84.1,0,False,False,1,500-1000
689092,21,1997.0,0.07,18.0,26.5,21.2,67.8,57.5,41.3,0,False,False,8,500-1000
131371,23,9662.0,0.1,8.5,47.9,17.0,53.5,39.7,38.4,0,False,False,7,500-1000
131500,42,10680.0,0.17,25.9,29.2,35.2,56.0,56.0,52.3,0,False,False,12,500-1000
953,23,10028.0,0.01,22.8,33.9,29.7,61.4,83.4,34.6,0,False,False,15,500-1000
783,41,32989.0,0.12,9.2,41.2,32.3,51.2,51.0,44.3,0,False,False,27,500-1000
624168,9,31809.0,0.01,12.1,26.8,24.1,62.3,91.6,22.5,11,False,False,29,500-1000
621903,51,6765.0,0.12,13.2,20.2,20.1,73.3,28.9,64.8,0,False,False,19,500-1000
930,28,6579.0,0.03,5.0,37.7,17.4,68.6,83.0,25.4,0,False,False,12,500-1000
131548,14,75622.0,0.02,29.8,27.8,9.5,76.0,21.1,52.1,0,False,False,36,500-1000
831,60,18732.0,0.05,13.9,33.6,22.7,53.4,66.7,54.8,0,True,False,34,500-1000
785,28,33718.0,0.09,10.0,37.0,27.5,48.4,75.0,40.5,0,False,False,34,500-1000
622215,21,24851.0,0.1,12.2,38.5,17.4,68.6,55.9,41.7,11,False,False,33,500-1000
624018,45,30867.0,0.02,15.2,20.1,14.9,73.6,38.6,75.3,0,False,False,36,500-1000
833,28,15403.0,0.07,10.2,39.4,27.3,45.5,86.2,39.2,0,False,False,36,500-1000
681865,23,3499.0,0.04,11.5,42.3,11.7,68.9,21.9,30.8,0,False,False,8,500-1000
787,60,6768.0,0.16,11.5,34.2,23.0,58.8,67.3,72.3,0,False,True,29,500-1000
836,59,23725.0,0.15,18.2,19.3,19.5,79.7,45.4,81.4,0,False,False,31,500-1000
131611,59,9180.0,0.5,22.4,16.5,13.5,72.7,30.3,91.5,0,False,False,21,500-1000
131793,59,14565.0,0.38,17.0,18.6,12.8,74.3,48.6,94.9,0,False,False,22,500-1000
724784,23,3602.0,0.01,16.4,39.8,18.2,66.8,48.4,26.7,0,False,False,2,500-1000
131540,60,32512.0,0.04,20.6,34.3,22.1,65.4,65.5,46.1,0,True,False,31,500-1000
622896,21,32990.0,0.08,14.8,21.6,14.6,84.7,24.0,48.8,6,False,False,33,500-1000
838,54,28570.0,0.05,7.5,38.2,23.2,48.2,61.2,49.0,0,False,False,33,500-1000
688831,45,12882.0,0.02,11.6,28.3,25.7,64.7,36.7,76.0,0,False,False,36,500-1000
724022,21,5515.0,0.0,19.7,24.9,17.0,79.7,23.9,20.2,0,False,False,20,500-1000
131283,59,32145.0,0.18,18.0,19.8,18.7,78.8,39.0,81.7,0,False,False,28,500-1000
918,14,185564.0,0.06,40.8,20.3,13.0,70.6,37.4,77.1,0,False,False,36,500-1000
131584,27,11315.0,0.05,21.6,23.7,22.9,75.0,67.6,36.5,0,False,False,16,500-1000
983,11,33136.0,0.24,18.2,26.2,32.4,52.9,45.7,67.4,0,False,False,30,500-1000
622251,23,6869.0,0.01,12.2,44.4,12.5,61.2,31.1,25.7,0,False,False,4,500-1000
593198,60,21056.0,0.04,14.4,28.3,20.5,62.2,64.0,51.3,0,True,False,33,500-1000
623880,9,33835.0,0.01,16.9,21.5,21.4,83.3,49.2,27.8,0,False,False,11,500-1000
587781,9,38374.0,0.03,12.8,23.3,17.1,70.0,82.9,35.5,0,False,False,20,500-1000
623613,9,34805.0,0.02,15.1,29.9,34.1,52.7,96.7,24.9,0,False,False,22,500-1000
131320,16,36711.0,0.1,18.4,27.2,22.4,66.6,66.1,60.2,0,False,False,33,500-1000
131369,16,6219.0,0.27,12.7,37.1,24.2,37.9,92.7,71.9,0,False,False,7,500-1000
728,53,8559.0,0.1,12.0,32.0,34.6,42.9,88.3,48.4,0,False,False,33,500-1000
131519,44,7259.0,0.19,12.6,38.6,30.2,38.5,68.6,58.8,0,False,False,17,500-1000
1040,38,12636.0,0.04,9.6,26.0,20.4,73.2,61.0,54.3,0,False,False,26,500-1000
624027,37,22184.0,0.86,29.1,24.0,19.3,70.0,54.1,93.1,0,False,False,33,500-1000
589202,9,40783.0,0.02,13.0,31.2,28.7,60.7,92.5,40.3,0,False,False,24,500-1000
131450,59,34740.0,0.24,15.1,19.9,13.9,83.3,37.0,90.4,0,False,False,33,500-1000
653504,20,7718.0,0.08,23.0,18.5,26.7,69.2,22.1,48.3,0,False,False,20,500-1000
131281,60,20512.0,0.04,21.3,33.0,20.2,60.8,56.5,37.3,0,True,False,31,500-1000
131533,60,21851.0,0.05,14.4,35.0,20.2,61.5,60.9,55.9,0,True,False,35,500-1000
633087,49,33529.0,0.06,94.6,18.2,19.6,75.1,26.2,51.0,0,False,False,20,500-1000
131653,59,13040.0,0.27,12.8,25.8,20.0,56.9,29.8,88.5,0,False,False,30,500-1000
960,21,17591.0,0.01,16.8,35.7,18.0,65.6,41.6,23.9,0,False,False,32,500-1000
622878,3,6191.0,0.38,8.6,32.1,21.1,53.6,47.1,93.5,0,False,False,23,500-1000
632844,27,12563.0,0.02,33.1,20.0,22.5,77.7,29.2,32.0,0,False,False,12,500-1000
851,49,29166.0,0.15,15.2,29.8,25.5,52.9,85.7,57.7,6,False,False,28,500-1000
131524,6,12241.0,0.01,18.8,35.8,33.5,39.7,74.7,43.2,0,False,False,27,500-1000
625194,45,26566.0,0.02,11.7,22.4,14.3,80.7,23.6,76.1,0,False,False,18,500-1000
625134,45,35951.0,0.08,9.5,35.8,23.1,48.3,22.0,81.5,11,False,False,36,500-1000
715216,23,584.0,0.03,1.9,39.1,12.1,72.9,21.0,28.0,0,False,False,2,500-1000
622926,9,41848.0,0.02,15.4,17.4,18.6,84.0,58.0,23.9,0,False,False,30,500-1000
131644,60,14757.0,0.12,16.1,23.0,20.8,66.4,61.3,47.7,0,False,True,31,500-1000
968,49,13971.0,0.13,13.1,28.2,25.2,66.0,54.1,59.8,0,False,False,27,500-1000
131343,44,26040.0,0.33,18.2,37.6,26.7,43.1,29.1,69.9,0,False,False,36,500-1000
974,16,13078.0,0.36,44.3,28.3,26.5,62.7,18.5,85.5,0,False,False,6,500-1000
621396,23,12030.0,0.05,7.9,46.2,21.9,50.1,69.8,28.9,0,False,False,6,500-1000
623472,9,34597.0,0.04,18.9,24.6,23.1,65.4,69.0,37.8,0,False,False,26,500-1000
131269,59,1335.0,0.08,4.9,25.8,13.7,79.0,28.1,63.9,0,False,False,7,500-1000
676602,38,5504.0,0.0,19.9,18.8,26.0,80.7,20.1,49.4,0,False,False,8,500-1000
131572,37,6937.0,0.04,8.3,29.4,20.4,64.7,39.0,73.7,0,False,False,34,500-1000
771,60,18497.0,0.08,20.7,33.4,24.8,56.8,62.5,40.6,0,True,False,29,500-1000
622179,21,16659.0,0.07,13.0,31.7,14.2,76.6,20.7,47.6,11,False,False,28,500-1000
624729,23,8895.0,0.04,9.8,40.9,15.3,70.2,37.0,34.9,0,False,False,2,500-1000
623286,45,39303.0,0.03,17.9,15.7,16.0,80.0,21.2,76.5,0,False,False,31,500-1000
131586,37,7728.0,0.13,10.1,28.3,20.2,63.3,58.9,69.0,0,False,False,17,500-1000
670533,37,5216.0,0.05,6.8,33.4,12.8,81.3,48.8,39.9,0,False,False,26,500-1000
1009,31,17986.0,0.14,16.0,23.3,23.4,61.0,62.5,66.3,11,False,False,32,500-1000
131276,60,37331.0,0.06,21.1,30.1,21.2,56.4,60.8,58.2,0,True,False,34,500-1000
624714,21,9135.0,0.02,15.0,26.3,13.9,83.3,28.9,33.4,0,False,False,10,500-1000
592136,60,3692.0,0.06,11.0,44.6,20.3,42.7,66.0,49.6,0,False,True,30,500-1000
623958,48,7263.0,0.11,17.6,31.7,39.2,48.3,87.8,39.5,0,False,False,28,500-1000
609246,28,1240.0,0.13,11.3,29.8,13.4,68.1,57.0,82.8,0,False,False,1,500-1000
131487,29,25265.0,0.23,10.6,30.4,15.1,62.8,35.4,71.3,11,False,False,35,500-1000
761,60,27811.0,0.03,28.0,22.4,24.4,76.6,60.1,41.9,0,True,False,34,500-1000
623046,61,27483.0,0.01,18.2,14.9,14.5,89.0,26.1,60.9,0,False,False,22,500-1000
623367,7,38884.0,0.1,41.9,19.5,31.4,59.9,67.7,63.3,6,False,False,30,500-1000
625866,13,4030.0,0.25,11.9,36.8,14.9,58.3,37.7,92.0,0,False,False,23,500-1000
764,36,15578.0,0.08,10.7,27.9,23.0,66.9,48.7,65.7,0,False,False,36,500-1000
128788,59,18805.0,0.12,18.3,21.7,22.4,63.2,52.7,84.9,0,False,False,30,500-1000
131512,6,40297.0,0.01,14.4,36.7,24.1,53.3,56.1,34.8,0,False,False,35,500-1000
849,49,23979.0,0.13,10.1,33.4,20.8,58.0,74.7,61.3,0,False,False,20,500-1000
625956,16,33085.0,0.2,21.4,27.2,22.6,64.1,64.4,80.3,11,False,False,36,500-1000
625131,30,8152.0,0.08,13.1,33.8,21.3,63.4,44.3,57.1,0,False,False,15,500-1000
707600,30,5790.0,0.22,9.7,36.6,26.4,50.4,53.4,75.9,0,False,False,16,500-1000
1007,30,23581.0,0.3,12.4,36.1,28.8,51.5,51.0,79.0,0,False,False,35,500-1000
603210,30,4236.0,0.2,9.4,25.6,17.5,64.1,75.6,64.2,0,False,False,5,500-1000
963,60,2771.0,0.06,8.3,34.0,31.0,55.3,51.9,70.3,0,True,False,29,500-1000
769,42,13711.0,0.11,16.1,29.2,30.1,54.9,52.6,47.7,0,False,False,27,500-1000
818,27,29891.0,0.02,19.3,19.8,25.7,74.4,61.7,37.5,0,False,False,27,500-1000
587724,42,8179.0,0.2,17.2,21.2,22.9,67.3,42.0,52.2,11,False,False,31,500-1000
131342,59,14725.0,0.22,16.6,19.2,19.4,66.4,64.1,86.8,0,False,False,31,500-1000
131499,27,14084.0,0.02,15.4,33.1,22.6,67.0,62.1,41.0,0,False,False,35,500-1000
589361,27,9324.0,0.06,13.8,36.5,20.3,64.9,55.6,42.2,0,False,False,32,500-1000
744,18,13797.0,0.04,24.9,20.0,25.4,70.5,64.0,46.1,0,False,False,22,500-1000
589304,60,10553.0,0.05,13.7,37.7,24.7,64.3,55.5,39.8,0,False,True,30,500-1000
131662,59,15655.0,0.21,14.9,19.1,13.8,73.0,30.3,78.3,0,False,False,25,500-1000
720793,38,5505.0,0.02,20.6,21.4,14.4,83.5,24.2,47.7,0,False,False,7,500-1000
131272,49,56877.0,0.12,14.9,28.8,26.4,62.2,55.2,55.1,0,False,False,35,500-1000
131280,26,16631.0,0.03,17.8,26.7,29.3,66.9,58.4,34.4,0,False,False,25,500-1000
704053,45,20102.0,0.04,11.1,22.2,11.5,73.2,24.3,77.4,0,False,False,33,500-1000
779,59,23060.0,0.54,17.4,18.6,13.2,72.0,41.7,92.7,0,False,False,27,500-1000
623250,27,10232.0,0.05,25.6,18.4,23.1,80.7,46.9,40.8,0,False,False,24,500-1000
131341,17,12095.0,0.13,28.0,34.9,30.3,55.3,83.0,51.8,0,False,False,27,500-1000
632835,27,18553.0,0.06,23.9,33.4,23.6,66.1,77.8,38.3,0,False,False,30,500-1000
587766,16,79077.0,0.14,30.9,31.8,24.0,57.4,65.5,67.7,0,False,False,34,500-1000
131741,59,14840.0,0.17,15.1,20.2,18.7,75.9,31.5,83.4,0,False,False,33,500-1000
589277,16,62161.0,0.15,20.6,27.8,20.1,57.4,67.7,70.8,0,False,False,36,500-1000
670542,38,8852.0,0.01,27.2,26.4,12.7,74.1,31.1,50.0,0,False,False,24,500-1000
791,60,12186.0,0.17,17.6,28.0,25.1,61.1,66.3,55.9,0,True,False,27,500-1000
903,42,21765.0,0.13,21.0,27.6,32.7,57.6,81.5,49.6,0,False,False,34,500-1000
624318,5,8604.0,0.19,29.8,25.8,31.4,59.5,64.2,73.0,0,False,False,22,500-1000
593342,60,27489.0,0.03,23.9,28.3,25.7,69.2,51.1,36.8,0,True,False,35,500-1000
623655,7,8708.0,0.18,15.9,22.1,23.6,61.9,67.1,81.2,0,False,False,36,500-1000
593828,60,26172.0,0.07,20.1,23.3,21.4,79.3,62.3,39.9,0,True,False,30,500-1000
131270,27,36146.0,0.02,38.6,32.4,25.8,64.7,51.3,36.6,0,False,False,33,500-1000
131545,27,31192.0,0.07,32.6,20.4,23.7,73.8,66.0,38.2,0,False,False,35,500-1000
994,47,35826.0,0.06,20.3,29.8,34.3,56.4,64.1,61.7,0,False,False,36,500-1000
131403,16,27656.0,0.11,18.5,33.1,20.4,53.2,71.4,62.5,0,False,False,29,500-1000
131790,49,24832.0,0.08,14.3,30.2,21.7,58.7,44.9,48.1,0,False,False,32,500-1000
621621,27,13635.0,0.02,32.9,32.5,26.2,63.9,48.6,41.1,0,False,False,19,500-1000
644537,36,11435.0,0.14,9.7,25.4,16.4,71.6,30.4,75.4,0,False,False,30,500-1000
624351,23,21199.0,0.07,23.6,27.9,21.4,75.7,44.9,45.0,0,False,False,36,500-1000
131285,60,38927.0,0.15,32.8,25.4,23.4,64.8,64.8,56.7,0,True,False,30,500-1000
131556,49,41749.0,0.05,14.9,27.8,23.9,66.3,60.2,45.2,0,False,False,34,500-1000
131394,2,10988.0,0.14,28.4,21.0,28.2,70.7,56.9,69.1,0,False,False,34,500-1000
587871,47,23755.0,0.05,34.8,23.8,24.8,63.9,23.6,65.1,0,False,False,26,500-1000
131439,59,29680.0,0.29,16.8,18.7,15.1,80.2,55.0,81.9,0,False,False,28,500-1000
131427,59,14205.0,0.31,23.7,24.0,16.1,69.0,66.0,89.6,0,False,False,26,500-1000
131368,60,14982.0,0.09,16.2,36.4,17.5,53.3,62.6,56.8,0,True,False,31,500-1000
632991,27,5915.0,0.05,20.0,23.1,23.7,66.3,53.7,43.8,0,False,False,27,500-1000
623457,27,12130.0,0.05,17.2,28.9,20.5,68.3,57.8,41.5,0,False,False,29,500-1000
813,41,33322.0,0.1,10.7,34.8,31.6,53.6,36.4,46.1,0,False,False,26,500-1000
864,60,9817.0,0.04,13.8,35.1,19.4,59.3,53.0,38.6,0,True,False,32,500-1000
701800,23,4728.0,0.06,10.7,42.5,11.5,67.6,20.2,27.7,0,False,False,4,500-1000
587706,21,38187.0,0.05,13.4,28.4,15.1,69.4,36.0,43.9,0,False,False,18,500-1000
623643,9,26331.0,0.03,19.3,16.2,15.8,83.3,37.6,37.1,0,False,False,31,500-1000
611,60,8599.0,0.07,11.8,40.5,21.9,56.6,43.8,38.0,0,True,False,24,500-1000
593006,60,6272.0,0.14,13.6,30.0,22.5,62.9,66.0,57.2,0,False,True,26,500-1000
672267,9,20820.0,0.03,19.2,19.8,16.3,69.8,38.8,76.2,11,False,False,22,500-1000
1043,9,38844.0,0.01,14.6,27.5,25.5,63.6,92.6,25.7,0,False,False,22,500-1000
131728,48,18876.0,0.05,15.1,24.3,21.2,73.8,56.9,62.9,0,False,False,34,500-1000
623121,9,30951.0,0.04,12.4,20.4,20.2,78.9,59.4,34.7,0,False,False,22,500-1000
623466,9,37637.0,0.07,15.0,21.4,23.1,65.3,85.8,30.5,0,False,False,21,500-1000
693130,38,12706.0,0.0,22.2,18.8,12.7,81.2,21.8,49.4,0,False,False,28,500-1000
624270,21,5516.0,0.0,14.9,36.0,14.0,62.3,29.7,43.9,0,False,False,20,500-1000
715804,29,18857.0,0.04,41.1,12.6,11.3,76.4,17.1,51.9,0,False,False,25,500-1000
623154,14,270123.0,0.09,21.6,19.9,11.5,69.7,22.0,57.2,0,False,False,24,500-1000
622857,27,15568.0,0.09,37.9,13.3,23.4,71.6,51.2,49.5,0,False,False,17,500-1000
718549,23,3545.0,0.04,11.9,34.5,11.5,69.0,24.1,23.3,0,False,False,3,500-1000
131558,18,48660.0,0.05,17.6,21.3,19.3,64.6,60.6,36.8,0,False,False,34,500-1000
695917,16,6140.0,0.13,16.7,31.0,20.1,38.4,75.9,68.2,0,False,False,1,500-1000
131573,56,19003.0,0.24,46.6,18.3,23.2,59.1,35.0,62.1,0,False,False,27,500-1000
718786,4,1836.0,0.03,8.5,24.6,9.1,77.3,16.7,51.8,0,False,False,6,500-1000
624435,21,3953.0,0.0,18.8,37.3,25.4,49.7,43.2,31.6,0,False,False,21,500-1000
714982,23,4054.0,0.05,12.0,34.4,12.3,64.6,18.3,34.9,0,False,False,2,500-1000
131612,59,25145.0,0.28,17.2,18.3,12.1,66.6,23.3,84.9,0,False,False,23,500-1000
632463,43,23247.0,0.04,15.9,18.9,11.6,79.6,18.6,29.8,0,False,False,9,500-1000
1006,14,172478.0,0.06,25.9,26.9,19.7,59.9,42.5,47.3,0,False,False,33,500-1000
624792,56,7113.0,0.01,26.2,13.7,15.4,82.9,19.5,52.3,0,False,False,15,500-1000
131513,49,18013.0,0.16,10.7,30.8,21.6,43.7,65.0,62.9,6,False,False,22,500-1000
131737,42,11787.0,0.21,21.7,18.0,21.0,59.3,32.0,56.7,0,False,False,20,500-1000
623160,9,38593.0,0.01,17.5,15.8,14.7,70.1,66.8,26.0,0,False,False,21,500-1000
622989,2,18510.0,0.12,20.3,18.3,18.2,63.1,52.1,60.1,0,False,False,21,500-1000
622899,9,25627.0,0.02,15.6,18.6,13.4,76.9,32.8,28.0,11,False,False,21,500-1000
624234,9,19297.0,0.03,16.2,26.2,20.0,54.1,82.3,21.5,0,False,False,18,500-1000
685642,9,29854.0,0.02,17.0,23.1,24.4,60.3,84.1,23.0,0,False,False,20,500-1000
131702,48,18258.0,0.07,13.5,32.2,28.8,45.2,64.2,31.4,6,False,False,36,500-1000
614223,35,8542.0,0.0,17.0,23.1,25.0,51.0,53.9,47.2,11,False,False,23,500-1000
705635,16,16490.0,0.25,19.7,25.3,25.0,46.2,57.7,91.8,0,False,False,31,500-1000
587883,11,18465.0,0.28,18.0,21.8,16.8,60.0,48.6,78.8,0,False,False,19,500-1000
625938,4,16905.0,0.05,21.8,12.1,11.5,82.6,18.9,65.2,0,False,False,20,500-1000
655115,21,15127.0,0.03,23.8,23.2,20.7,67.8,32.5,20.0,0,False,False,17,500-1000
131314,20,31750.0,0.11,18.4,30.2,21.0,53.5,36.9,51.6,11,False,False,29,500-1000
622554,37,3881.0,0.55,14.2,21.0,15.6,61.8,19.5,91.6,11,False,False,17,500-1000
